From	To	Species	Gene Name
ENSG00000139505	9107	Homo sapiens	myotubularin related protein 6(MTMR6)
ENSG00000187191	57054	Homo sapiens	deleted in azoospermia 3(DAZ3)
ENSG00000127529	26658	Homo sapiens	olfactory receptor family 7 subfamily C member 2(OR7C2)
ENSG00000127528	10365	Homo sapiens	KLF transcription factor 2(KLF2)
ENSG00000127527	58513	Homo sapiens	epidermal growth factor receptor pathway substrate 15 like 1(EPS15L1)
ENSG00000103599	64799	Homo sapiens	IQ motif containing H(IQCH)
ENSG00000102265	7076	Homo sapiens	TIMP metallopeptidase inhibitor 1(TIMP1)
ENSG00000199172	442903	Homo sapiens	microRNA 331(MIR331)
ENSG00000199165	406881	Homo sapiens	microRNA let-7a-1(MIRLET7A1)
ENSG00000139514	6541	Homo sapiens	solute carrier family 7 member 1(SLC7A1)
ENSG00000153802	9407	Homo sapiens	transmembrane serine protease 11D(TMPRSS11D)
ENSG00000139515	3651	Homo sapiens	pancreatic and duodenal homeobox 1(PDX1)
ENSG00000139517	222484	Homo sapiens	ligand of numb-protein X 2(LNX2)
ENSG00000116898	64960	Homo sapiens	mitochondrial ribosomal protein S15(MRPS15)
ENSG00000115561	51652	Homo sapiens	charged multivesicular body protein 3(CHMP3)
ENSG00000187189	23270	Homo sapiens	TSPY like 4(TSPYL4)
ENSG00000032742	8100	Homo sapiens	intraflagellar transport 88(IFT88)
ENSG00000127533	9002	Homo sapiens	F2R like thrombin or trypsin receptor 3(F2RL3)
ENSG00000104863	64130	Homo sapiens	lin-7 homolog B, crumbs cell polarity complex component(LIN7B)
ENSG00000104866	284352	Homo sapiens	protein phosphatase 1 regulatory subunit 37(PPP1R37)
ENSG00000213901	151295	Homo sapiens	solute carrier family 23 member 3(SLC23A3)
ENSG00000068724	57217	Homo sapiens	tetratricopeptide repeat domain 7A(TTC7A)
ENSG00000213906	56413	Homo sapiens	leukotriene B4 receptor 2(LTB4R2)
ENSG00000030110	578	Homo sapiens	BCL2 antagonist/killer 1(BAK1)
ENSG00000103534	79838	Homo sapiens	transmembrane channel like 5(TMC5)
ENSG00000201922	106480159	Homo sapiens	RNA, U1 small nuclear 43, pseudogene(RNU1-43P)
ENSG00000128833	55930	Homo sapiens	myosin VC(MYO5C)
ENSG00000201909	106480593	Homo sapiens	RNA, U6 small nuclear 590, pseudogene(RNU6-590P)
ENSG00000104852	6625	Homo sapiens	small nuclear ribonucleoprotein U1 subunit 70(SNRNP70)
ENSG00000104853	1209	Homo sapiens	CLPTM1 regulator of GABA type A receptor forward trafficking(CLPTM1)
ENSG00000115507	5013	Homo sapiens	orthodenticle homeobox 1(OTX1)
ENSG00000104856	5971	Homo sapiens	RELB proto-oncogene, NF-kB subunit(RELB)
ENSG00000115504	23301	Homo sapiens	EH domain binding protein 1(EHBP1)
ENSG00000116833	2494	Homo sapiens	nuclear receptor subfamily 5 group A member 2(NR5A2)
ENSG00000104859	11129	Homo sapiens	CLK4 associating serine/arginine rich protein(CLASRP)
ENSG00000272296	619571	Homo sapiens	small nucleolar RNA, C/D box 96A(SNORD96A)
ENSG00000103528	51760	Homo sapiens	synaptotagmin 17(SYT17)
ENSG00000128849	84952	Homo sapiens	cingulin like 1(CGNL1)
ENSG00000201910	106480669	Homo sapiens	RNA, U1 small nuclear 140, pseudogene(RNU1-140P)
ENSG00000103522	50615	Homo sapiens	interleukin 21 receptor(IL21R)
ENSG00000127515	390892	Homo sapiens	olfactory receptor family 7 subfamily A member 10(OR7A10)
ENSG00000127511	23309	Homo sapiens	SIN3 transcription regulator family member B(SIN3B)
ENSG00000103550	400506	Homo sapiens	lysine rich nucleolar protein 1(KNOP1)
ENSG00000104883	92960	Homo sapiens	peroxisomal biogenesis factor 11 gamma(PEX11G)
ENSG00000104884	2068	Homo sapiens	ERCC excision repair 2, TFIIH core complex helicase subunit(ERCC2)
ENSG00000104885	84444	Homo sapiens	DOT1 like histone lysine methyltransferase(DOT1L)
ENSG00000114209	11235	Homo sapiens	programmed cell death 10(PDCD10)
ENSG00000104886	55111	Homo sapiens	pleckstrin homology domain containing J1(PLEKHJ1)
ENSG00000104888	57030	Homo sapiens	solute carrier family 17 member 7(SLC17A7)
ENSG00000104889	10535	Homo sapiens	ribonuclease H2 subunit A(RNASEH2A)
ENSG00000115539	79031	Homo sapiens	phosducin like 3(PDCL3)
ENSG00000114204	5276	Homo sapiens	serpin family I member 2(SERPINI2)
ENSG00000116863	54936	Homo sapiens	ADP-ribosylserine hydrolase(ADPRS)
ENSG00000114200	590	Homo sapiens	butyrylcholinesterase(BCHE)
ENSG00000128815	57705	Homo sapiens	WDFY family member 4(WDFY4)
ENSG00000102226	8237	Homo sapiens	ubiquitin specific peptidase 11(USP11)
ENSG00000102225	5127	Homo sapiens	cyclin dependent kinase 16(CDK16)
ENSG00000102221	9767	Homo sapiens	jade family PHD finger 3(JADE3)
ENSG00000104880	23370	Homo sapiens	Rho/Rac guanine nucleotide exchange factor 18(ARHGEF18)
ENSG00000104881	10848	Homo sapiens	protein phosphatase 1 regulatory subunit 13 like(PPP1R13L)
ENSG00000104872	55011	Homo sapiens	PIH1 domain containing 1(PIH1D1)
ENSG00000284251	100313843	Homo sapiens	microRNA 711(MIR711)
ENSG00000104879	1158	Homo sapiens	creatine kinase, M-type(CKM)
ENSG00000115525	8869	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(ST3GAL5)
ENSG00000116857	252839	Homo sapiens	transmembrane protein 9(TMEM9)
ENSG00000115526	9486	Homo sapiens	carbohydrate sulfotransferase 10(CHST10)
ENSG00000115524	23451	Homo sapiens	splicing factor 3b subunit 1(SF3B1)
ENSG00000116852	23046	Homo sapiens	kinesin family member 21B(KIF21B)
ENSG00000115520	80219	Homo sapiens	coenzyme Q10B(COQ10B)
ENSG00000128829	440275	Homo sapiens	eukaryotic translation initiation factor 2 alpha kinase 4(EIF2AK4)
ENSG00000102218	6102	Homo sapiens	RP2 activator of ARL3 GTPase(RP2)
ENSG00000103549	9810	Homo sapiens	ring finger protein 40(RNF40)
ENSG00000103546	6530	Homo sapiens	solute carrier family 6 member 2(SLC6A2)
ENSG00000103544	57020	Homo sapiens	VPS35 endosomal protein sorting factor like(VPS35L)
ENSG00000056736	55540	Homo sapiens	interleukin 17 receptor B(IL17RB)
ENSG00000104870	2217	Homo sapiens	Fc gamma receptor and transporter(FCGRT)
ENSG00000103540	9738	Homo sapiens	centriolar coiled-coil protein 110(CCP110)
ENSG00000284464	100302197	Homo sapiens	microRNA 1306(MIR1306)
ENSG00000104941	81492	Homo sapiens	radial spoke head 6 homolog A(RSPH6A)
ENSG00000043462	3937	Homo sapiens	lymphocyte cytosolic protein 2(LCP2)
ENSG00000104946	79735	Homo sapiens	TBC1 domain family member 17(TBC1D17)
ENSG00000116922	54955	Homo sapiens	chromosome 1 open reading frame 109(C1orf109)
ENSG00000128918	8854	Homo sapiens	aldehyde dehydrogenase 1 family member A2(ALDH1A2)
ENSG00000029153	56938	Homo sapiens	basic helix-loop-helix ARNT like 2(BMAL2)
ENSG00000128917	54567	Homo sapiens	delta like canonical Notch ligand 4(DLL4)
ENSG00000128915	79664	Homo sapiens	interactor of little elongation complex ELL subunit 2(ICE2)
ENSG00000259494	26589	Homo sapiens	mitochondrial ribosomal protein L46(MRPL46)
ENSG00000116918	7257	Homo sapiens	translin associated factor X(TSNAX)
ENSG00000067445	7216	Homo sapiens	trophinin(TRO)
ENSG00000104936	1760	Homo sapiens	DM1 protein kinase(DMPK)
ENSG00000066117	6602	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1(SMARCD1)
ENSG00000081721	11266	Homo sapiens	dual specificity phosphatase 12(DUSP12)
ENSG00000104938	10332	Homo sapiens	C-type lectin domain family 4 member M(CLEC4M)
ENSG00000128928	3712	Homo sapiens	isovaleryl-CoA dehydrogenase(IVD)
ENSG00000128923	54629	Homo sapiens	MINDY lysine 48 deubiquitinase 2(MINDY2)
ENSG00000284440	406906	Homo sapiens	microRNA 122(MIR122)
ENSG00000104960	53635	Homo sapiens	PTOV1 extended AT-hook containing adaptor protein(PTOV1)
ENSG00000104964	166	Homo sapiens	TLE family member 5, transcriptional modulator(TLE5)
ENSG00000115616	6549	Homo sapiens	solute carrier family 9 member A2(SLC9A2)
ENSG00000104967	4858	Homo sapiens	NOVA alternative splicing regulator 2(NOVA2)
ENSG00000068745	51447	Homo sapiens	inositol hexakisphosphate kinase 2(IP6K2)
ENSG00000284447	407047	Homo sapiens	microRNA 9-2(MIR9-2)
ENSG00000104969	6449	Homo sapiens	small glutamine rich tetratricopeptide repeat co-chaperone alpha(SGTA)
ENSG00000102309	5303	Homo sapiens	peptidylprolyl cis/trans isomerase, NIMA-interacting 4(PIN4)
ENSG00000102302	2245	Homo sapiens	FYVE, RhoGEF and PH domain containing 1(FGD1)
ENSG00000272469	106481129	Homo sapiens	RNA, 7SL, cytoplasmic 760, pseudogene(RN7SL760P)
ENSG00000104951	259307	Homo sapiens	interleukin 4 induced 1(IL4I1)
ENSG00000115607	8807	Homo sapiens	interleukin 18 receptor accessory protein(IL18RAP)
ENSG00000104953	79816	Homo sapiens	TLE family member 6, subcortical maternal complex member(TLE6)
ENSG00000115604	8809	Homo sapiens	interleukin 18 receptor 1(IL18R1)
ENSG00000115602	9173	Homo sapiens	interleukin 1 receptor like 1(IL1RL1)
ENSG00000104957	81576	Homo sapiens	YJU2 splicing factor homolog B(YJU2B)
ENSG00000128908	54617	Homo sapiens	INO80 complex ATPase subunit(INO80)
ENSG00000054116	27095	Homo sapiens	trafficking protein particle complex subunit 3(TRAPPC3)
ENSG00000054118	9967	Homo sapiens	thyroid hormone receptor associated protein 3(THRAP3)
ENSG00000261787	100129654	Homo sapiens	transcription factor 24(TCF24)
ENSG00000104901	27120	Homo sapiens	dickkopf like acrosomal protein 1(DKKL1)
ENSG00000260458	100134444	Homo sapiens	potassium inwardly rectifying channel subfamily J member 18(KCNJ18)
ENSG00000104903	4066	Homo sapiens	LYL1 basic helix-loop-helix family member(LYL1)
ENSG00000078124	55331	Homo sapiens	alkaline ceramidase 3(ACER3)
ENSG00000104904	4946	Homo sapiens	ornithine decarboxylase antizyme 1(OAZ1)
ENSG00000260456	100506581	Homo sapiens	chromosome 16 open reading frame 95(C16orf95)
ENSG00000104907	55621	Homo sapiens	tRNA methyltransferase 1(TRMT1)
ENSG00000079462	5050	Homo sapiens	platelet activating factor acetylhydrolase 1b catalytic subunit 3(PAFAH1B3)
ENSG00000272445	106479603	Homo sapiens	RNA, U6 small nuclear 84, pseudogene(RNU6-84P)
ENSG00000165905	120071	Homo sapiens	LARGE xylosyl- and glucuronyltransferase 2(LARGE2)
ENSG00000092421	57556	Homo sapiens	semaphorin 6A(SEMA6A)
ENSG00000284438	390033	Homo sapiens	SSU72 like 1(SSU72L1)
ENSG00000285765	645572	Homo sapiens	family with sequence similarity 90 member A23(FAM90A23)
ENSG00000054179	954	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 2(ENTPD2)
ENSG00000165912	29763	Homo sapiens	protein kinase C and casein kinase substrate in neurons 3(PACSIN3)
ENSG00000079459	2222	Homo sapiens	farnesyl-diphosphate farnesyltransferase 1(FDFT1)
ENSG00000165914	145567	Homo sapiens	tetratricopeptide repeat domain 7B(TTC7B)
ENSG00000116906	8443	Homo sapiens	glyceronephosphate O-acyltransferase(GNPAT)
ENSG00000165916	5702	Homo sapiens	proteasome 26S subunit, ATPase 3(PSMC3)
ENSG00000068784	55133	Homo sapiens	S1 RNA binding domain 1(SRBD1)
ENSG00000165915	91252	Homo sapiens	solute carrier family 39 member 13(SLC39A13)
ENSG00000104921	2208	Homo sapiens	Fc epsilon receptor II(FCER2)
ENSG00000116903	149371	Homo sapiens	exocyst complex component 8(EXOC8)
ENSG00000273749	23191	Homo sapiens	cytoplasmic FMR1 interacting protein 1(CYFIP1)
ENSG00000165917	5913	Homo sapiens	receptor associated protein of the synapse(RAPSN)
ENSG00000081760	65985	Homo sapiens	acetoacetyl-CoA synthetase(AACS)
ENSG00000165923	79841	Homo sapiens	AGBL carboxypeptidase 2(AGBL2)
ENSG00000054148	29085	Homo sapiens	phosphohistidine phosphatase 1(PHPT1)
ENSG00000261794	728498	Homo sapiens	golgin A8 family member H(GOLGA8H)
ENSG00000068796	3796	Homo sapiens	kinesin family member 2A(KIF2A)
ENSG00000066135	9682	Homo sapiens	lysine demethylase 4A(KDM4A)
ENSG00000165929	123036	Homo sapiens	tandem C2 domains, nuclear(TC2N)
ENSG00000066136	4802	Homo sapiens	nuclear transcription factor Y subunit gamma(NFYC)
ENSG00000078114	10529	Homo sapiens	nebulette(NEBL)
ENSG00000177910	645961	Homo sapiens	SPATA31 subfamily C member 2(SPATA31C2)
ENSG00000104918	56729	Homo sapiens	resistin(RETN)
ENSG00000055483	57602	Homo sapiens	ubiquitin specific peptidase 36(USP36)
ENSG00000079432	23152	Homo sapiens	capicua transcriptional repressor(CIC)
ENSG00000079435	3991	Homo sapiens	lipase E, hormone sensitive type(LIPE)
ENSG00000165934	53981	Homo sapiens	cleavage and polyadenylation specific factor 2(CPSF2)
ENSG00000164603	154743	Homo sapiens	base methyltransferase of 25S rRNA 2 homolog(BMT2)
ENSG00000164604	54329	Homo sapiens	G protein-coupled receptor 85(GPR85)
ENSG00000165935	341346	Homo sapiens	single-pass membrane protein with coiled-coil domains 2(SMCO2)
ENSG00000164600	63974	Homo sapiens	neuronal differentiation 6(NEUROD6)
ENSG00000091140	1738	Homo sapiens	dihydrolipoamide dehydrogenase(DLD)
ENSG00000066185	84217	Homo sapiens	zinc finger MYND-type containing 12(ZMYND12)
ENSG00000164609	10569	Homo sapiens	SLU7 homolog, splicing factor(SLU7)
ENSG00000248767	116033993	Homo sapiens	forkhead box L3(FOXL3)
ENSG00000248767	100288524	Homo sapiens	FOXL3 overlapping transcript 1(FOXL3-OT1)
ENSG00000092470	79968	Homo sapiens	WD repeat domain 76(WDR76)
ENSG00000080493	8671	Homo sapiens	solute carrier family 4 member 4(SLC4A4)
ENSG00000222145	124901521	Homo sapiens	small nucleolar RNA SNORA73 family(LOC124901521)
ENSG00000222146	106481183	Homo sapiens	RNA, U4 small nuclear 37, pseudogene(RNU4-37P)
ENSG00000177917	151188	Homo sapiens	ADP ribosylation factor like GTPase 6 interacting protein 6(ARL6IP6)
ENSG00000091137	5172	Homo sapiens	solute carrier family 26 member 4(SLC26A4)
ENSG00000091138	1811	Homo sapiens	solute carrier family 26 member 3(SLC26A3)
ENSG00000234127	7726	Homo sapiens	tripartite motif containing 26(TRIM26)
ENSG00000164615	819	Homo sapiens	calcium modulating ligand(CAMLG)
ENSG00000261739	653061	Homo sapiens	golgin A8 family member S(GOLGA8S)
ENSG00000164610	6100	Homo sapiens	RP9 pre-mRNA splicing factor(RP9)
ENSG00000164611	9232	Homo sapiens	PTTG1 regulator of sister chromatid separation, securin(PTTG1)
ENSG00000165943	64112	Homo sapiens	modulator of apoptosis 1(MOAP1)
ENSG00000236782	118568799	Homo sapiens	ZNF593 opposite strand(ZNF593OS)
ENSG00000164619	168667	Homo sapiens	BMP binding endothelial regulator(BMPER)
ENSG00000091136	3912	Homo sapiens	laminin subunit beta 1(LAMB1)
ENSG00000176601	80122	Homo sapiens	mitogen-activated protein kinase kinase kinase 19(MAP3K19)
ENSG00000078177	55728	Homo sapiens	NEDD4 binding protein 2(N4BP2)
ENSG00000177932	30832	Homo sapiens	zinc finger protein 354C(ZNF354C)
ENSG00000285720	728746	Homo sapiens	family with sequence similarity 90 member A17(FAM90A17)
ENSG00000248771	100505989	Homo sapiens	small integral membrane protein 31(SMIM31)
ENSG00000091127	54517	Homo sapiens	pseudouridine synthase 7(PUS7)
ENSG00000259417	100996492	Homo sapiens	cortexin domain containing 1(CTXND1)
ENSG00000164626	8645	Homo sapiens	potassium two pore domain channel subfamily K member 5(KCNK5)
ENSG00000091129	4897	Homo sapiens	neuronal cell adhesion molecule(NRCAM)
ENSG00000164627	221458	Homo sapiens	kinesin family member 6(KIF6)
ENSG00000164620	285613	Homo sapiens	RELT like 2(RELL2)
ENSG00000165953	145264	Homo sapiens	serpin family A member 12(SERPINA12)
ENSG00000273706	3975	Homo sapiens	LIM homeobox 1(LHX1)
ENSG00000165959	79789	Homo sapiens	calmin(CLMN)
ENSG00000177947	113746	Homo sapiens	outer dense fiber of sperm tails 3(ODF3)
ENSG00000078142	5289	Homo sapiens	phosphatidylinositol 3-kinase catalytic subunit type 3(PIK3C3)
ENSG00000177943	158056	Homo sapiens	MAM domain containing 4(MAMDC4)
ENSG00000079482	4983	Homo sapiens	oligophrenin 1(OPHN1)
ENSG00000078140	3093	Homo sapiens	ubiquitin conjugating enzyme E2 K(UBE2K)
ENSG00000222164	106479214	Homo sapiens	RN7SK pseudogene 266(RN7SKP266)
ENSG00000223496	118460	Homo sapiens	exosome component 6(EXOSC6)
ENSG00000177938	93661	Homo sapiens	capping actin protein of muscle Z-line subunit alpha 3(CAPZA3)
ENSG00000260428	642658	Homo sapiens	scleraxis bHLH transcription factor(SCX)
ENSG00000188603	1201	Homo sapiens	CLN3 lysosomal/endosomal transmembrane protein, battenin(CLN3)
ENSG00000165966	29951	Homo sapiens	PDZ domain containing ring finger 4(PDZRN4)
ENSG00000164638	222962	Homo sapiens	solute carrier family 29 member 4(SLC29A4)
ENSG00000164631	7559	Homo sapiens	zinc finger protein 12(ZNF12)
ENSG00000211460	7247	Homo sapiens	translin(TSN)
ENSG00000259431	79178	Homo sapiens	thiamine triphosphatase(THTPA)
ENSG00000211452	1733	Homo sapiens	iodothyronine deiodinase 1(DIO1)
ENSG00000211455	23012	Homo sapiens	serine/threonine kinase 38 like(STK38L)
ENSG00000211454	246181	Homo sapiens	aldo-keto reductase family 7 like (gene/pseudogene)(AKR7L)
ENSG00000092445	7301	Homo sapiens	TYRO3 protein tyrosine kinase(TYRO3)
ENSG00000211456	22908	Homo sapiens	SAC1 like phosphatidylinositide phosphatase(SACM1L)
ENSG00000176624	51320	Homo sapiens	mex-3 RNA binding family member C(MEX3C)
ENSG00000176623	51115	Homo sapiens	regulator of microtubule dynamics 1(RMDN1)
ENSG00000165970	9152	Homo sapiens	solute carrier family 6 member 5(SLC6A5)
ENSG00000176619	84823	Homo sapiens	lamin B2(LMNB2)
ENSG00000165972	120935	Homo sapiens	coiled-coil domain containing 38(CCDC38)
ENSG00000081791	9812	Homo sapiens	DAP3 binding cell death enhancer 1(DELE1)
ENSG00000222179	106479106	Homo sapiens	RN7SK pseudogene 26(RN7SKP26)
ENSG00000164647	26872	Homo sapiens	STEAP family member 1(STEAP1)
ENSG00000091106	58484	Homo sapiens	NLR family CARD domain containing 4(NLRC4)
ENSG00000164649	55536	Homo sapiens	cell division cycle associated 7 like(CDCA7L)
ENSG00000165973	4745	Homo sapiens	neural EGFL like 1(NELL1)
ENSG00000163312	113510	Homo sapiens	helicase, POLQ like(HELQ)
ENSG00000092439	54822	Homo sapiens	transient receptor potential cation channel subfamily M member 7(TRPM7)
ENSG00000164645	219557	Homo sapiens	testis expressed 47(TEX47)
ENSG00000151292	1456	Homo sapiens	casein kinase 1 gamma 3(CSNK1G3)
ENSG00000163319	51023	Homo sapiens	mitochondrial ribosomal protein S18C(MRPS18C)
ENSG00000261701	3250	Homo sapiens	haptoglobin-related protein(HPR)
ENSG00000176635	150280	Homo sapiens	HORMA domain containing 2(HORMAD2)
ENSG00000177963	60626	Homo sapiens	RIC8 guanine nucleotide exchange factor A(RIC8A)
ENSG00000091181	3568	Homo sapiens	interleukin 5 receptor subunit alpha(IL5RA)
ENSG00000175305	9134	Homo sapiens	cyclin E2(CCNE2)
ENSG00000163320	8545	Homo sapiens	CGG triplet repeat binding protein 1(CGGBP1)
ENSG00000165983	9317	Homo sapiens	phosphotriesterase related(PTER)
ENSG00000164651	221833	Homo sapiens	Sp8 transcription factor(SP8)
ENSG00000188620	340784	Homo sapiens	H6 family homeobox 3(HMX3)
ENSG00000222102	106480905	Homo sapiens	RN7SK pseudogene 232(RN7SKP232)
ENSG00000163328	151556	Homo sapiens	G protein-coupled receptor 155(GPR155)
ENSG00000164659	222223	Homo sapiens	endosome-lysosome associated apoptosis and autophagy regulator family member 2(ELAPOR2)
ENSG00000163322	84142	Homo sapiens	abraxas 1, BRCA1 A complex subunit(ABRAXAS1)
ENSG00000165985	389941	Homo sapiens	complement C1q like 3(C1QL3)
ENSG00000164654	54468	Homo sapiens	meiosis regulator for oocyte development(MIOS)
ENSG00000188626	653720	Homo sapiens	golgin A8 family member M(GOLGA8M)
ENSG00000177971	55272	Homo sapiens	IMP U3 small nucleolar ribonucleoprotein 3(IMP3)
ENSG00000151287	93081	Homo sapiens	testis expressed 30(TEX30)
ENSG00000175311	257629	Homo sapiens	ankyrin repeat and sterile alpha motif domain containing 4B(ANKS4B)
ENSG00000176641	220441	Homo sapiens	ring finger protein 152(RNF152)
ENSG00000175315	1474	Homo sapiens	cystatin E/M(CST6)
ENSG00000175318	196996	Homo sapiens	GRAM domain containing 2A(GRAMD2A)
ENSG00000222111	106480467	Homo sapiens	RN7SK pseudogene 148(RN7SKP148)
ENSG00000175309	85007	Homo sapiens	5-phosphohydroxy-L-lysine phospho-lyase(PHYKPL)
ENSG00000164663	25862	Homo sapiens	ubiquitin specific peptidase 49(USP49)
ENSG00000222114	106480001	Homo sapiens	RNA, U6 small nuclear 985, pseudogene(RNU6-985P)
ENSG00000188610	653820	Homo sapiens	family with sequence similarity 72 member B(FAM72B)
ENSG00000188613	340719	Homo sapiens	nanos C2HC-type zinc finger 1(NANOS1)
ENSG00000162004	124093	Homo sapiens	coiled-coil domain containing 78(CCDC78)
ENSG00000188611	56624	Homo sapiens	N-acylsphingosine amidohydrolase 2(ASAH2)
ENSG00000162009	6755	Homo sapiens	somatostatin receptor 5(SSTR5)
ENSG00000165996	9200	Homo sapiens	3-hydroxyacyl-CoA dehydratase 1(HACD1)
ENSG00000165995	783	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)
ENSG00000162006	401827	Homo sapiens	mesothelin like(MSLNL)
ENSG00000165997	221079	Homo sapiens	ADP ribosylation factor like GTPase 5B(ARL5B)
ENSG00000177981	140461	Homo sapiens	ankyrin repeat and SOCS box containing 8(ASB8)
ENSG00000151276	9223	Homo sapiens	membrane associated guanylate kinase, WW and PDZ domain containing 1(MAGI1)
ENSG00000091164	9352	Homo sapiens	thioredoxin like 1(TXNL1)
ENSG00000175322	162655	Homo sapiens	zinc finger protein 519(ZNF519)
ENSG00000177989	440836	Homo sapiens	outer dense fiber of sperm tails 3B(ODF3B)
ENSG00000248746	89	Homo sapiens	actinin alpha 3(ACTN3)
ENSG00000175325	5626	Homo sapiens	PROP paired-like homeobox 1(PROP1)
ENSG00000175324	27257	Homo sapiens	LSM1 homolog, mRNA degradation associated(LSM1)
ENSG00000175329	91464	Homo sapiens	intestine specific homeobox(ISX)
ENSG00000176658	4642	Homo sapiens	myosin ID(MYO1D)
ENSG00000164674	94120	Homo sapiens	synaptotagmin like 3(SYTL3)
ENSG00000188643	140576	Homo sapiens	S100 calcium binding protein A16(S100A16)
ENSG00000222126	106481636	Homo sapiens	RNA, U2 small nuclear 9, pseudogene(RNU2-9P)
ENSG00000163348	90780	Homo sapiens	pygopus family PHD finger 2(PYGO2)
ENSG00000163349	204851	Homo sapiens	homeodomain interacting protein kinase 1(HIPK1)
ENSG00000188647	375743	Homo sapiens	protein prenyltransferase alpha subunit repeat containing 1(PTAR1)
ENSG00000163344	10654	Homo sapiens	phosphomevalonate kinase(PMVK)
ENSG00000164675	154865	Homo sapiens	IQ motif and ubiquitin domain containing(IQUB)
ENSG00000163346	57326	Homo sapiens	PBX homeobox interacting protein 1(PBXIP1)
ENSG00000163347	9076	Homo sapiens	claudin 1(CLDN1)
ENSG00000188649	387707	Homo sapiens	coiled-coil and C2 domain containing 2B(CC2D2B)
ENSG00000177992	286234	Homo sapiens	SPATA31 subfamily E member 1(SPATA31E1)
ENSG00000177994	129852	Homo sapiens	chromosome 2 open reading frame 73(C2orf73)
ENSG00000152595	56955	Homo sapiens	matrix extracellular phosphoglycoprotein(MEPE)
ENSG00000152592	1758	Homo sapiens	dentin matrix acidic phosphoprotein 1(DMP1)
ENSG00000177990	283417	Homo sapiens	dpy-19 like 2(DPY19L2)
ENSG00000091157	23335	Homo sapiens	WD repeat domain 7(WDR7)
ENSG00000152591	1834	Homo sapiens	dentin sialophosphoprotein(DSPP)
ENSG00000175336	319	Homo sapiens	apolipoprotein F(APOF)
ENSG00000005513	30812	Homo sapiens	SRY-box transcription factor 8(SOX8)
ENSG00000174004	375387	Homo sapiens	negative regulator of reactive oxygen species(NRROS)
ENSG00000174007	84984	Homo sapiens	centrosomal protein 19(CEP19)
ENSG00000164683	23462	Homo sapiens	hes related family bHLH transcription factor with YRPW motif 1(HEY1)
ENSG00000164684	619279	Homo sapiens	zinc finger protein 704(ZNF704)
ENSG00000163354	127579	Homo sapiens	DC-STAMP domain containing 2(DCST2)
ENSG00000163359	1293	Homo sapiens	collagen type VI alpha 3 chain(COL6A3)
ENSG00000222139	106481298	Homo sapiens	RNA, U6 small nuclear 380, pseudogene(RNU6-380P)
ENSG00000188636	84247	Homo sapiens	retrotransposon Gag like 6(RTL6)
ENSG00000163357	149095	Homo sapiens	DC-STAMP domain containing 1(DCST1)
ENSG00000177885	2885	Homo sapiens	growth factor receptor bound protein 2(GRB2)
ENSG00000006837	51265	Homo sapiens	cyclin dependent kinase like 3(CDKL3)
ENSG00000175221	10025	Homo sapiens	mediator complex subunit 16(MED16)
ENSG00000175220	392	Homo sapiens	Rho GTPase activating protein 1(ARHGAP1)
ENSG00000125084	7471	Homo sapiens	Wnt family member 1(WNT1)
ENSG00000175224	9776	Homo sapiens	autophagy related 13(ATG13)
ENSG00000138399	79675	Homo sapiens	FAST kinase domains 1(FASTKD1)
ENSG00000151376	10873	Homo sapiens	malic enzyme 3(ME3)
ENSG00000151379	343930	Homo sapiens	mesogenin 1(MSGN1)
ENSG00000175229	89792	Homo sapiens	galactose-3-O-sulfotransferase 3(GAL3ST3)
ENSG00000177888	360023	Homo sapiens	zinc finger and BTB domain containing 41(ZBTB41)
ENSG00000006831	79602	Homo sapiens	adiponectin receptor 2(ADIPOR2)
ENSG00000150048	51267	Homo sapiens	C-type lectin domain family 1 member A(CLEC1A)
ENSG00000138395	65061	Homo sapiens	cyclin dependent kinase 15(CDK15)
ENSG00000164574	55568	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 10(GALNT10)
ENSG00000138398	9360	Homo sapiens	peptidylprolyl isomerase G(PPIG)
ENSG00000187210	2650	Homo sapiens	glucosaminyl (N-acetyl) transferase 1(GCNT1)
ENSG00000188542	285193	Homo sapiens	dual specificity phosphatase 28(DUSP28)
ENSG00000163249	151195	Homo sapiens	cyclin Y like 1(CCNYL1)
ENSG00000164576	79685	Homo sapiens	SAP30 like(SAP30L)
ENSG00000125089	54436	Homo sapiens	SH3 domain and tetratricopeptide repeats 1(SH3TC1)
ENSG00000188549	388115	Homo sapiens	coiled-coil domain containing 9B(CCDC9B)
ENSG00000151360	55821	Homo sapiens	allantoicase(ALLC)
ENSG00000149043	90019	Homo sapiens	synaptotagmin 8(SYT8)
ENSG00000176563	124817	Homo sapiens	cyclin N-terminal domain containing 1(CNTD1)
ENSG00000176567	390113	Homo sapiens	olfactory receptor family 4 subfamily X member 1(OR4X1)
ENSG00000176566	138009	Homo sapiens	DDB1 and CUL4 associated factor 4 like 2(DCAF4L2)
ENSG00000151366	4718	Homo sapiens	NADH:ubiquinone oxidoreductase subunit C2(NDUFC2)
ENSG00000113088	3003	Homo sapiens	granzyme K(GZMK)
