NCBI GeneID	Symbol	Description
116276446	LOC116276446	CRISPRi-validated cis-regulatory element chr16.1145
116276447	LOC116276447	CRISPRi-validated cis-regulatory element chr16.1224
116276448	LOC116276448	CRISPRi-validated cis-regulatory element chr16.1337
116276449	LOC116276449	CRISPRi-validated cis-regulatory element chr16.1865
116276450	LOC116276450	CRISPRi-validated cis-regulatory element chr16.1866
116276451	LOC116276451	CRISPRi-validated cis-regulatory element chr16.1867
116276452	LOC116276452	CRISPRi-validated cis-regulatory element chr16.2261
116276453	LOC116276453	CRISPRi-validated cis-regulatory element chr16.4806
116276454	LOC116276454	CRISPRi-validated cis-regulatory element chr17.641
116276455	LOC116276455	CRISPRi-validated cis-regulatory element chr17.878
116276456	LOC116276456	CRISPRi-validated cis-regulatory element chr17.1404
116276457	LOC116276457	CRISPRi-validated cis-regulatory element chr17.1493
116276458	LOC116276458	CRISPRi-validated cis-regulatory element chr17.1747
116276459	LOC116276459	CRISPRi-validated cis-regulatory element chr17.1750
116276460	LOC116276460	CRISPRi-validated cis-regulatory element chr17.2188
116276461	LOC116276461	CRISPRi-validated cis-regulatory element chr17.2443
116276462	LOC116276462	CRISPRi-validated cis-regulatory element chr17.2493
116276463	LOC116276463	CRISPRi-validated cis-regulatory element chr17.2497
116276464	LOC116276464	CRISPRi-validated cis-regulatory element chr17.2540
116276465	LOC116276465	CRISPRi-validated cis-regulatory element chr17.2672
116276466	LOC116276466	CRISPRi-validated cis-regulatory element chr17.2867
116276467	LOC116276467	CRISPRi-validated cis-regulatory element chr17.2868
116276468	LOC116276468	CRISPRi-validated cis-regulatory element chr17.2878
116276469	LOC116276469	CRISPRi-validated cis-regulatory element chr17.3215
116276470	LOC116276470	BRD4-independent group 4 enhancer GRCh37_chr17:45944035-45945234
116276471	LOC116276471	CRISPRi-validated cis-regulatory element chr17.3283
116276472	LOC116276472	CRISPRi-validated cis-regulatory element chr17.3537
116276473	LOC116276473	CRISPRi-validated cis-regulatory element chr17.3603
116276474	LOC116276474	CRISPRi-validated cis-regulatory element chr17.3823
116276475	LOC116276475	CRISPRi-validated cis-regulatory element chr17.4273
116276476	LOC116276476	CRISPRi-validated cis-regulatory element chr17.4314
116276477	LOC116276477	CRISPRi-validated cis-regulatory element chr17.4315
116276478	LOC116276478	CRISPRi-validated cis-regulatory element chr17.4440
116276479	LOC116276479	CRISPRi-validated cis-regulatory element chr17.4853
116276480	LOC116276480	CRISPRi-validated cis-regulatory element chr17.5434
116276481	LOC116276481	CRISPRi-validated cis-regulatory element chr17.5435
116276482	LOC116276482	CRISPRi-validated cis-regulatory element chr17.5512
116276483	LOC116276483	CRISPRi-validated cis-regulatory element chr17.5742
116276484	LOC116276484	CRISPRi-validated cis-regulatory element chr17.5937
116276485	LOC116276485	CRISPRi-validated cis-regulatory element chr17.6006
116276486	LOC116276486	CRISPRi-validated cis-regulatory element chr18.117
116276487	LOC116276487	CRISPRi-validated cis-regulatory element chr18.299
116276488	LOC116276488	CRISPRi-validated cis-regulatory element chr18.300
116276489	LOC116276489	CRISPRi-validated cis-regulatory element chr18.397
116276490	LOC116276490	CRISPRi-validated cis-regulatory element chr18.1136
116276491	LOC116276491	CRISPRi-validated cis-regulatory element chr18.1280
116276492	LOC116276492	CRISPRi-validated cis-regulatory element chr18.1476
116276493	LOC116276493	CRISPRi-validated cis-regulatory element chr19.73
116276494	LOC116276494	CRISPRi-validated cis-regulatory element chr19.128
116276495	LOC116276495	CRISPRi-validated cis-regulatory element chr19.129
116276496	LOC116276496	CRISPRi-validated cis-regulatory element chr19.367
116276497	LOC116276497	CRISPRi-validated cis-regulatory element chr19.488
116276498	LOC116276498	CRISPRi-validated cis-regulatory element chr19.489
116276499	LOC116276499	CRISPRi-validated cis-regulatory element chr19.1096
116276500	LOC116276500	CRISPRi-validated cis-regulatory element chr19.1358
116276501	LOC116276501	CRISPRi-validated cis-regulatory element chr19.1735
116276502	LOC116276502	CRISPRi-validated cis-regulatory element chr19.1775
116276503	LOC116276503	CRISPRi-validated cis-regulatory element chr19.1989
116276504	LOC116276504	CRISPRi-validated cis-regulatory element chr19.2258
116276505	LOC116276505	H3K27ac hESC enhancer GRCh37_chr19:14134324-14134824
116276506	LOC116276506	CRISPRi-validated cis-regulatory element chr19.2424
116276507	LOC116276507	CRISPRi-validated cis-regulatory element chr19.2705
116276508	LOC116276508	CRISPRi-validated cis-regulatory element chr19.2871
116276509	LOC116276509	CRISPRi-validated cis-regulatory element chr19.2872
116276510	LOC116276510	CRISPRi-validated cis-regulatory element chr19.2873
116276511	LOC116276511	CRISPRi-validated cis-regulatory element chr19.2899
116276512	LOC116276512	CRISPRi-validated cis-regulatory element chr19.3196
116276513	LOC116276513	CRISPRi-validated cis-regulatory element chr19.3689
116276514	LOC116276514	CRISPRi-validated cis-regulatory element chr19.4063
116276515	LOC116276515	CRISPRi-validated cis-regulatory element chr19.4185
116286188	LOC116286188	CRISPRi-validated cis-regulatory element chr19.4589
116286189	LOC116286189	H3K4me1 hESC enhancer GRCh37_chr19:44289353-44289852
116286190	LOC116286190	CRISPRi-validated cis-regulatory element chr19.5064
116286191	LOC116286191	CRISPRi-validated cis-regulatory element chr19.5070
116286192	LOC116286192	CRISPRi-validated cis-regulatory element chr19.5328
116286193	LOC116286193	CRISPRi-validated cis-regulatory element chr19.5489
116286194	LOC116286194	CRISPRi-validated cis-regulatory element chr19.5650
116286195	LOC116286195	CRISPRi-validated cis-regulatory element chr19.5690
116286196	LOC116286196	CRISPRi-validated cis-regulatory element chr19.6204
116286197	LOC116286197	CRISPRi-validated cis-regulatory element chr19.6329
116286198	LOC116286198	CRISPRi-validated cis-regulatory element chr20.29
116286199	LOC116286199	CRISPRi-validated cis-regulatory element chr20.80
116286200	LOC116286200	CRISPRi-validated cis-regulatory element chr20.196
116286201	LOC116286201	CRISPRi-validated cis-regulatory element chr20.213
116286202	LOC116286202	CRISPRi-validated cis-regulatory element chr20.311
116286203	LOC116286203	CRISPRi-validated cis-regulatory element chr20.345
116286204	LOC116286204	CRISPRi-validated cis-regulatory element chr20.845
116286205	LOC116286205	CRISPRi-validated cis-regulatory element chr20.846
116286206	LOC116286206	NANOG-H3K27ac-H3K4me1 hESC enhancers GRCh37_chr20:45987089-45987696 and GRCh37_chr20:45987697-45988304
116286207	LOC116286207	CRISPRi-validated cis-regulatory element chr20.2033
116286208	LOC116286208	CRISPRi-validated cis-regulatory element chr20.2047
116286209	LOC116286209	CRISPRi-validated cis-regulatory element chr20.2420
116309120	LOC116309120	CRISPRi-validated cis-regulatory element chr21.63
116309121	LOC116309121	CRISPRi-validated cis-regulatory element chr21.64
116309122	LOC116309122	CRISPRi-validated cis-regulatory element chr21.70
116309123	LOC116309123	CRISPRi-validated cis-regulatory element chr21.79
116309124	LOC116309124	CRISPRi-validated cis-regulatory element chr21.1179
116309125	LOC116309125	CRISPRi-validated cis-regulatory element chr21.1536
116309126	LOC116309126	CRISPRi-validated cis-regulatory element chr22.250
116309127	LOC116309127	CRISPRi-validated cis-regulatory element chr22.431
116309128	LOC116309128	CRISPRi-validated cis-regulatory element chr22.1058
116309129	LOC116309129	CRISPRi-validated cis-regulatory element chr22.1165
116309130	LOC116309130	CRISPRi-validated cis-regulatory element chr22.1257
116309131	LOC116309131	CRISPRi-validated cis-regulatory element chr22.1656
116309132	LOC116309132	CRISPRi-validated cis-regulatory element chr22.1657
116309133	LOC116309133	CRISPRi-validated cis-regulatory element chr22.1757
116309134	LOC116309134	H3K4me1 hESC enhancer GRCh37_chr22:38800019-38800518
116309135	LOC116309135	CRISPRi-validated cis-regulatory element chr22.1887
116309136	LOC116309136	CRISPRi-validated cis-regulatory element chr22.2018
116309137	LOC116309137	CRISPRi-validated cis-regulatory element chr22.2152
116309138	LOC116309138	CRISPRi-validated cis-regulatory element chrX.229
116309139	LOC116309139	CRISPRi-validated cis-regulatory element chrX.231
116309142	LOC116309142	CRISPRi-validated cis-regulatory element chrX.234
116309143	LOC116309143	CRISPRi-validated cis-regulatory element chrX.239
116309144	LOC116309144	CRISPRi-validated cis-regulatory element chrX.240
116309145	LOC116309145	CRISPRi-validated cis-regulatory element chrX.232
116309146	LOC116309146	CRISPRi-validated cis-regulatory element chrX.233
116309147	LOC116309147	CRISPRi-validated cis-regulatory element chrX.345
116309148	LOC116309148	CRISPRi-validated cis-regulatory element chrX.477
116309149	LOC116309149	P300/CBP strongly-dependent group 1 enhancer GRCh37_chrX:30301194-30302393
116309150	LOC116309150	CRISPRi-validated cis-regulatory element chrX.505
116309151	LOC116309151	CRISPRi-validated cis-regulatory element chrX.881
116309152	LOC116309152	CRISPRi-validated cis-regulatory element chrX.929
116309153	LOC116309153	CRISPRi-validated cis-regulatory element chrX.952
116309154	LOC116309154	CRISPRi-validated cis-regulatory element chrX.1004
116309155	LOC116309155	CRISPRi-validated cis-regulatory element chrX.1005
116309156	LOC116309156	CRISPRi-validated cis-regulatory element chrX.1184
116309157	LOC116309157	CRISPRi-validated cis-regulatory element chrX.1663
116309158	LOC116309158	CRISPRi-validated cis-regulatory element chrX.1665
116309159	LOC116309159	CRISPRi-validated cis-regulatory element chrX.1666
116309160	LOC116309160	CRISPRi-validated cis-regulatory element chrX.2259
116309161	LOC116309161	CRISPRi-validated cis-regulatory element chrX.2654
116309162	LOC116309162	CRISPRi-validated cis-regulatory element chrX.2695
116349	EXOC3-AS1	EXOC3 antisense RNA 1
116412	ZNF837	zinc finger protein 837
116412618	PDCD6-AHRR	PDCD6-AHRR readthrough (NMD candidate)
116435278	LOC116435278	uncharacterized LOC116435278
116435280	MS4A19P	membrane spanning 4-domains A19, pseudogene
116435281	EGILA	EGFR interacting lncRNA
116435282	CUPIN1P	cupin superfamily member 1, pseudogene
116435283	LINC02865	long intergenic non-protein coding RNA 2865
116435284	RNF14P2	RNF14 pseudogene 2
116435285	POLR2DP2	POLR2D pseudogene 2
116435286	PRELID1P7	PRELID1 pseudogene 7
116435287	PPIAP93	PPIA pseudogene 93
116435288	ARNILA	androgen receptor negatively regulated lncRNA
116435289	ANKRD49P2	ANKRD49 pseudogene 2
116435295	CALHM6-AS1	CALHM6 antisense RNA 1
116435296	PDGFRL2P	platelet derived growth factor receptor like 2, pseudogene
116435297	RCCD1-AS1	RCCD1 and UNC45A antisense RNA 1
116435298	NFE2L1-DT	NFE2L1 divergent transcript
116435299	WASL-DT	WASL divergent transcript
116435300	MAN2A1-DT	MAN2A1 divergent transcript
116435301	MRPL20-DT	MRPL20 divergent transcript
116435302	SUGT1-DT	SUGT1 divergent transcript
116435303	SPCS3-AS1	SPCS3 antisense RNA 1
116435304	GABARAPL1-AS1	GABARAPL1 antisense RNA 1
116437	LINC01257	long intergenic non-protein coding RNA 1257
116485202	TRA-AGC14-2	tRNA-Ala (anticodon AGC) 14-2
116485204	TRA-AGC24-1	tRNA-Ala (anticodon AGC) 24-1
116652394	TRN-GTT3-2	tRNA-Asn (GTT) 3-2
116710	FRA18C	fragile site, aphidicolin type, common, fra(18)(q22.2)
116729	PPP1R27	protein phosphatase 1 regulatory subunit 27
116730	RPL37P2	ribosomal protein L37 pseudogene 2
116804915	LNCDAT	lncRNA divergent activator of TBXT
116804918	TBCEL-TECTA	TBCEL-TECTA readthrough
116809	RPL38P1	RPL38 pseudogene 1
116828	N4BP2L2-IT2	N4BPL2 intronic transcript 2
116933	CLRN1-AS1	CLRN1 antisense RNA 1
116935	RPL3P2	ribosomal protein L3 pseudogene 2
116936	SNORD139	small nucleolar RNA, C/D box 139
116937	SNORD83A	small nucleolar RNA, C/D box 83A
116938	SNORD83B	small nucleolar RNA, C/D box 83B
117011629	LOC117011629	CRISPRi-FlowFISH-validated RPN1 regulatory element 1
117038769	LOC117038769	CRISPRi-FlowFISH-validated H1-10 regulatory element 1
117038770	LOC117038770	CRISPRi-FlowFISH-validated RPN1 regulatory element 2
117038771	LOC117038771	CRISPRi-FlowFISH-validated H1-10 regulatory element 2
117038772	LOC117038772	CRISPRi-FlowFISH-validated RPN1 regulatory element 3
117038773	LOC117038773	CRISPRi-FlowFISH-validated H1-10 regulatory element 3
117038774	LOC117038774	OCT4-NANOG hESC enhancer GRCh37_chr3:129024401-129024985
117038775	LOC117038775	CRISPRi-FlowFISH-validated NFE2 regulatory element 1
117038776	LOC117038776	CRISPRi-FlowFISH-validated NFE2 regulatory element 2
117038778	LOC117038778	CRISPRi-FlowFISH-validated HNRNPA1 regulatory element
117038779	LOC117038779	CRISPRi-FlowFISH-validated COPZ1 and HNRNPA1 regulatory element
117038780	LOC117038780	CRISPRi-FlowFISH-validated HNRNPA1 and NFE2 regulatory element 1
117038781	LOC117038781	CRISPRi-FlowFISH-validated COPZ1, HNRNPA1 and NFE2 regulatory element
117038782	LOC117038782	CRISPRi-FlowFISH-validated HNRNPA1 and NFE2 regulatory element 2
117038783	LOC117038783	CRISPRi-FlowFISH-validated DHPS regulatory element
117038785	LOC117038785	CRISPRi-FlowFISH-validated RAD23A regulatory element 1
117038786	LOC117038786	CRISPRi-FlowFISH-validated TRIR regulatory element
117038787	LOC117038787	CRISPRi-FlowFISH-validated DNASE2 and PRDX2 regulatory element
117038788	LOC117038788	CRISPRi-FlowFISH-validated PRDX2 regulatory element 1
117038789	LOC117038789	CRISPRi-FlowFISH-validated PRDX2 regulatory element 2
117038790	LOC117038790	CRISPRi-FlowFISH-validated JUNB and PRDX2 regulatory element 1
117038791	LOC117038791	CRISPRi-FlowFISH-validated JUNB and PRDX2 regulatory element 2
117038792	LOC117038792	CRISPRi-FlowFISH-validated JUNB regulatory element
117038793	LOC117038793	CRISPRi-FlowFISH-validated PRDX2 regulatory element 3
117038794	LOC117038794	CRISPRi-FlowFISH-validated RNASEH2A regulatory element
117038795	LOC117038795	CRISPRi-FlowFISH-validated PRDX2 regulatory element 4
117125585	LOC117125585	CRISPRi-FlowFISH-validated PRDX2 regulatory element 5
117125586	LOC117125586	CRISPRi-FlowFISH-validated PRDX2 regulatory element 6
117125587	LOC117125587	CRISPRi-FlowFISH-validated KLF1 and PRDX2 regulatory element
117125588	LOC117125588	CRISPRi-FlowFISH-validated KLF1 regulatory element 1
117125589	LOC117125589	CRISPRi-FlowFISH-validated DNASE2 regulatory element 1
117125590	LOC117125590	CRISPRi-FlowFISH-validated DNASE2 regulatory element 2
117125591	LOC117125591	CRISPRi-FlowFISH-validated PRDX2 and RAD23A regulatory element
117125592	LOC117125592	CRISPRi-FlowFISH-validated CALR, DHPS, JUNB, PRDX2, RAD23A, RNASEH2A and WDR83OS regulatory element
117125593	LOC117125593	CRISPRi-FlowFISH-validated KLF1 regulatory element 2
117125594	LOC117125594	H3K27ac-H3K4me1 hESC enhancers GRCh37_chr19:13001481-13002118 and GRCh37_chr19:13002119-13002756
117125595	LOC117125595	CRISPRi-FlowFISH-validated KLF1 regulatory element 3
117125596	LOC117125596	CRISPRi-FlowFISH-validated RAD23A regulatory element 2
117125597	LOC117125597	CRISPRi-FlowFISH-validated CALR, DNASE2 and KLF1 regulatory element
117125598	LOC117125598	CRISPRi-FlowFISH-validated PRDX2 regulatory element 7
117125599	LOC117125599	CRISPRi-FlowFISH-validated FUT1 regulatory element 1
117125600	LOC117125600	CRISPRi-FlowFISH-validated FUT1 regulatory element 2
117125601	LOC117125601	CRISPRi-FlowFISH-validated FUT1 regulatory element 3
117125602	LOC117125602	CRISPRi-FlowFISH-validated FUT1 regulatory element 4
117134595	SCYGR9	small cysteine and glycine repeat containing 9 (gene/pseudogene)
117134596	FAM246C	family with sequence similarity 246 member C (gene/pseudogene)
117134597	FAM246B	family with sequence similarity 246 member B
117134598	FAM246A	family with sequence similarity 246 member A
117134599	LINC02886	long intergenic non-protein coding RNA 2886
117134600	TP73-AS2	TP73 antisense RNA 2
117134601	IRF2-DT	IRF2 divergent transcript
117134602	THY1-AS1	THY1 antisense RNA 1
117134610	PSMA7P1	proteasome subunit alpha 7 pseudogene 1
117151	SLC31A1P1	solute carrier family 31 member 1 pseudogene 1
117152611	LOC117152611	DPP4 -4.2 kb glucocorticoid response element
117282006	LOC117282006	CLEC4G promoter region
117307478	LOC117307478	CLEC4M promoter region
117314529	CDRT15P4	CDRT15 pseudogene 4
117369447	CHP1P3	CHP1 pseudogene 3
117608	ZNF354B	zinc finger protein 354B
117693187	LOC117693187	CTSL 3' regulatory element
117751730	RPS24P21	ribosomal protein S24 pseudogene 21
117751731	ANAPC15P2	ANAPC15 pseudogene 2
117751732	FAM247B	family with sequence similarity 247 member B
117751733	OOEPP1	OOEP pseudogene 1
117751734	SMIM15P2	SMIM15 pseudogene 2
117751735	MRPL32P2	MRPL32 pseudogene 2
117751736	MIR4280HG	MIR4280 host gene
117751737	HIKESHIP3	HIKESHI pseudogene 3
117751738	PSMA5P1	PSMA5 pseudogene 1
117751739	TUBAP15	tubulin alpha pseudogene 15
117751740	HIKESHIP2	HIKESHI pseudogene 2
117751741	OOEPP2	OOEP pseudogene 2
117751742	HDGFL3P1	HDGFL3 pseudogene 1
117779438	LOC117779438	uncharacterized LOC117779438
117981787	MAP3K4-AS1	MAP3K4 antisense RNA 1
117981788	AARSD1P1	AARSD1 pseudogene 1
117981789	SMIM42	small integral membrane protein 42
117981790	EIF3JP1	EIF3J pseudogene 1
117981791	DLGAP5P2	DLGAP5 pseudogene 2
117981792	USP37P1	USP37 pseudogene 1
117981793	TEX101P1	TEX101 pseudogene 1
117981794	MALLP1	MALL pseudogene 1
117981795	TMEM230P1	TMEM230 pseudogene 1
117981796	FOXN3P2	FOXN3 pseudogene 2
117981797	RPL34P36	RPL34 pseudogene 36
117981798	C3orf49P1	C3orf49 pseudogene 1
118097967	ELOCP26	elongin C pseudogene 26
118126072	GUSBP9	GUSB pseudogene 9
118432	RPL29P2	ribosomal protein L29 pseudogene 2
118433	RPL23AP7	ribosomal protein L23a pseudogene 7
118461	C10orf71	chromosome 10 open reading frame 71
118567325	LOC118567325	uncharacterized LOC118567325
118568799	ZNF593OS	ZNF593 opposite strand
118568800	SLBP-DT	SLBP divergent transcript
118568801	GAPDHP77	GAPDH pseudogene 77
118568803	APP-DT	APP divergent transcript
118568804	OR4M2B	olfactory receptor family 4 subfamily M member 2B
118568805	OR11K1BP	olfactory receptor family 11 subfamily K member 1B pseudogene
118568806	WDR5-DT	WDR5 divergent transcript
118568807	CD84P1	CD84 pseudogene 1
118568809	LRRC8D-DT	LRRC8D divergent transcript
118568810	SUV39H2-DT	SUV39H2 divergent transcript
118568811	SLC30A6-DT	SLC30A6 divergent transcript
118568812	TIMMDC1-DT	TIMMDC1 divergent transcript
118568813	H3-3A-DT	H3-3A divergent transcript
118568814	LINC02890	long intergenic non-protein coding RNA 2890
118568815	POU2F1-DT	POU2F1 divergent transcript
118568816	GAR1-DT	GAR1 divergent transcript
118568817	OR1Q1BP	olfactory receptor family 1 subfamily Q member 1B pseudogene
118568818	PPM1B-DT	PPM1B divergent transcript
118568819	HK2-DT	HK2 divergent transcript
118568820	ZNF454-DT	ZNF454 divergent transcript
118568821	GLRX5P2	GLR5 pseudogene 2
118568822	NCOA5LP	nuclear receptor coactivator 5 like, pseudogene
118568823	OR4N3BP	olfactory receptor family 4 subfamily N member 3B pseudogene
118568824	EFCAB15P	EF-hand calcium binding domain 15, pseudogene
118568825	CSGALNACT2-DT	CSGALNACT2 divergent transcript
118568826	NT5ELP	5' nucleotidase, ecto-like, pseudogene
118568827	PPP1R21-DT	PPP1R21 divergent transcript
118568828	BTF3-DT	BTF3 divergent transcript
118568829	PDE7A-DT	PDE7A divergent transcript
118597829	THBS1-IT1	THBS1 intronic transcript 1
118597830	GRAPLDR	GRAPL long non-coding downstream RNA
118597831	TMEM14B-DT	TMEM14B divergent transcript
118597832	FCHO2-DT	FCHO2 divergent transcript
118597833	AFF4-DT	AFF4 divergent transcript
118597834	TTC32-DT	TTC32 divergent transcript
118597835	DCTN6-DT	DCTN6 divergent transcript
118597836	PRKACB-DT	PRKACB divergent transcript
118597837	DCHS1-AS1	DCHS1 antisense RNA 1
118597838	GOLPH3-DT	GOLPH3 divergent transcript
118597839	JARID2-DT	JARID2 divergent transcript
118597840	THBS1-AS1	THBS1 antisense RNA 1
118597841	VPS11-DT	VPS11 divergent transcript
118597842	ANKH-DT	ANKH divergent transcript
118597843	PNRC1-DT	PNRC1 divergent transcript
118597844	TP53RK-DT	TP53RK divergent transcript
118670	FAM24A	family with sequence similarity 24 member A
118732296	KRT224P	keratin 224, pseudogene
118732297	PATJ-DT	PATJ divergent transcript
118732298	MAP2K5-DT	MAP2K5 divergent transcript
118732299	CD2AP-DT	CD2AP divergent transcript
118732300	ERBIN-DT	ERBIN divergent transcript
118732301	ZNF628-DT	ZNF628 divergent transcript
118732302	CCNY-AS1	CCNY antisense RNA 1
118732303	TMEM242-DT	TMEM242 divergent transcript
118732304	PPP2CA-DT	PPP2CA divergent transcript
118738	ZNF488	zinc finger protein 488
118827803	ZNF132-DT	ZNF132 divergent transcript
118827804	GRAMD1A-AS1	GRAMD1A antisense RNA 1
118827805	SF1-DT	SF1 divergent transcript
118827806	ILVBL-AS1	ILVBL antisense RNA 1
118827807	VSIG10L-AS1	VSIG10L antisense RNA 1
118827808	ASXL3-DT	ASXL3 divergent transcript
118827809	HAUS5-DT	HAUS5 divergent transcript
118827810	NUDT19-DT	NUDT19 divergent transcript
118827811	KDSR-DT	KDSR divergent transcript
118827812	KLF2-DT	KLF2 divergent transcript
118827813	CBARP-DT	CBARP divergent transcript
118827814	C1orf21-DT	C1orf21 divergent transcript
118827815	MAST3-AS1	MAST3 antisense RNA 1
118827816	ARHGEF18-AS1	ARHGEF18 antisense RNA 1
118827817	KIF18B-DT	KIF18B divergent transcript
118827818	ZNF45-AS1	ZNF45 antisense RNA 1
118945	CTSLP1	cathepsin L pseudogene 1
118966792	LOC118966792	dACE2 interferon-inducible promoter region
119086082	ZNF286A-TBC1D26	ZNF286A-TBC1D26 readthrough (NMD candidate)
119086083	LOC119086083	CCR9 promoter region
119139898	CEP192-DT	CEP192 divergent transcript
119139899	MIR4733HG	MIR4733 host gene
119139900	THOC1-DT	THOC1 divergent transcript
119139901	AKAP1-DT	AKAP1 divergent transcript
119139902	ZFP3-DT	ZFP3 divergent transcript
119139903	NQO1-DT	NQO1 divergent transcript
119139904	GOSR2-DT	GOSR2 divergent transcript
119139905	C17orf114	chromosome 17 open reading frame 114
119139906	STAG1-DT	STAG1 divergent transcript
119358	SNRPD2P1	small nuclear ribonucleoprotein D2 pseudogene 1
119369	NUDT9P1	nudix hydrolase 9 pseudogene 1
119369027	LOC119369027	CRISPRi-FlowFISH-validated BCAT2 regulatory element
119369028	LOC119369028	CRISPRi-FlowFISH-validated FTL regulatory element 1
119369029	LOC119369029	NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:49375236-49375847
119369030	LOC119369030	CRISPRi-FlowFISH-validated BAX, FTL and NUCB1 regulatory elements
119369032	LOC119369032	CRISPRi-FlowFISH-validated FTL and NUCB1 regulatory element 1
119369033	LOC119369033	CRISPRi-FlowFISH-validated FTL and NUCB1 regulatory element 2
119369034	LOC119369034	CRISPRi-FlowFISH-validated BAX and NUCB1 regulatory element
119369035	LOC119369035	CRISPRi-FlowFISH-validated FTL regulatory element 2
119369036	LOC119369036	CRISPRi-FlowFISH-validated FTL regulatory element 3
119369037	LOC119369037	CRISPRi-FlowFISH-validated FTL regulatory element 4
119369038	LOC119369038	CRISPRi-FlowFISH-validated HDAC6 regulatory element 1
119369039	LOC119369039	CRISPRi-FlowFISH-validated HDAC6 regulatory element 2
119385	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
119407397	LOC119407397	CRISPRi-FlowFISH-validated PLP2 regulatory element 2
119407398	LOC119407398	CRISPRi-FlowFISH-validated HDAC6 regulatory element 3
119407399	LOC119407399	CRISPRi-FlowFISH-validated PLP2 regulatory element 3
119407400	LOC119407400	CRISPRi-FlowFISH-validated PLP2 regulatory element 4
119407401	LOC119407401	CRISPRi-FlowFISH-validated GATA1 regulatory element 1
119407402	LOC119407402	CRISPRi-FlowFISH-validated GATA1, HDAC6 and PLP2 regulatory element 1
119407403	LOC119407403	CRISPRi-FlowFISH-validated HDAC6, PLP2 and PQBP1 regulatory element
119407404	LOC119407404	CRISPRi-FlowFISH-validated PLP2 regulatory element 5
119407405	LOC119407405	CRISPRi-FlowFISH-validated PLP2 regulatory element 6
119407406	LOC119407406	CRISPRi-FlowFISH-validated PQBP1 regulatory element 1
119407407	LOC119407407	CRISPRi-FlowFISH-validated PLP2 regulatory element 7
119407408	LOC119407408	CRISPRi-FlowFISH-validated GATA1, HDAC6 and PLP2 regulatory element 2
119407411	LOC119407411	CRISPRi-FlowFISH-validated PQBP1 regulatory element 2
119407412	LOC119407412	CRISPRi-FlowFISH-validated PQBP1 regulatory element 3
119407413	LOC119407413	CRISPRi-FlowFISH-validated HDAC6 regulatory element 4
119407414	LOC119407414	CRISPRi-FlowFISH-validated PQBP1 regulatory element 4
119407415	LOC119407415	CRISPRi-FlowFISH-validated PLP2 regulatory element 8
119407416	LOC119407416	H3K4me1 hESC enhancer GRCh37_chrX:49022309-49023254
119407417	LOC119407417	CRISPRi-FlowFISH-validated PLP2 regulatory element 10
119407418	LOC119407418	CRISPRi-FlowFISH-validated PLP2 regulatory element 11
119407419	LOC119407419	CRISPRi-FlowFISH-validated GATA1 and PLP2 regulatory element
119407420	LOC119407420	CRISPRi-FlowFISH-validated PLP2 regulatory element 12
119407421	LOC119407421	CRISPRi-FlowFISH-validated PLP2 regulatory element 13
119407422	LOC119407422	CRISPRi-FlowFISH-validated GATA1 regulatory element 2
119407423	LOC119407423	HARS1 and HARS2 bidirectional promoter region
119437	CTAGE7P	CTAGE family member 7, pseudogene
119545622	BBS7-DT	BBS7 divergent transcript
119545623	CARHSP1-DT	CARHSP1 divergent transcript
119545624	DHX35-DT	DHX35 divergent transcript
119545625	MPC1-DT	MPC1 divergent transcript
119545626	DNAJA2-DT	DNAJA2 divergent transcript
119545627	SPECC1-DT	SPECC1 divergent transcript
119545628	RENO1	regulator of early neurogenesis 1
119545629	POLG-DT	POLG divergent transcript
119545630	ST3GAL1-DT	ST3GAL1 divergent transcript
119545631	MPHOSPH6-DT	MPHOSPH6 divergent transcript
119548	PNLIPRP3	pancreatic lipase related protein 3
119678	OR52E2	olfactory receptor family 52 subfamily E member 2
119679	OR52J3	olfactory receptor family 52 subfamily J member 3
119682	OR51L1	olfactory receptor family 51 subfamily L member 1
119687	OR51A7	olfactory receptor family 51 subfamily A member 7
119692	OR51S1	olfactory receptor family 51 subfamily S member 1
119694	OR51F2	olfactory receptor family 51 subfamily F member 2
119695	OR52R1	olfactory receptor family 52 subfamily R member 1
119696	OR51N1P	olfactory receptor family 51 subfamily N member 1 pseudogene
1197	CLK2P1	CDC like kinase 2, pseudogene 1
119722	KRT18P14	keratin 18 pseudogene 14
119746555	LOC119746555	uncharacterized LOC119746555
119749	OR4C46	olfactory receptor family 4 subfamily C member 46
119750	OR4C2P	olfactory receptor family 4 subfamily C member 2 pseudogene
119764	OR4X2	olfactory receptor family 4 subfamily X member 2
119765	OR4B1	olfactory receptor family 4 subfamily B member 1
119772	OR52M1	olfactory receptor family 52 subfamily M member 1
119774	OR52K2	olfactory receptor family 52 subfamily K member 2
119775	OR52P2P	olfactory receptor family 52 subfamily P member 2 pseudogene
119863860	ITPRID2-DT	ITPRID2 divergent transcript
119863861	TBC1D22A-DT	TBC1D22A divergent transcript
119863862	AP1AR-DT	AP1AR divergent transcript
119863863	ATP8A1-DT	ATP8A1 divergent transcript
119863864	BMP2K-DT	BMP2K divergent transcript
119863865	PTPN23-DT	PTPN23 divergent transcript
119863866	MBTPS1-DT	MBTPS1 divergent transcript
